Items Report
"Nov 1, 2025 12:00 AM - Nov 30, 2025 11:59 PM"
"Requested on: Apr 2, 2026 4:59 PM"
Filters: Item Type = Revenue Items

Categories: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."
Items assigned to multiple categories are reported in just one category (the one created first).

Gross Sales,"$38,853.26"
Net Sales,"$38,726.24"
COGS,"$11,183.67"
Gross Profit,"$26,946.45"
Gross Profit Margin,69.58%

Category Name,Name,Gross Sales,Net Sales,Sold,Refunded,Modifier Name,Modifier Sold,Modifier Amount,Discounts,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
Total (Breads),,"$1,223.50","$1,223.50",438,0,-," ",$0.00,$0.00,$0.00,3.16%,$2.79,$98.56,"$1,124.94"

Tea & Soda
,Limca Can,$182.39,$182.39,61,0," "," ",-,$0.00,$0.00,0.47%,$2.99,$0.00,$182.39
,Kashmira Masala Jeera Can,$176.41,$176.41,59,0," "," ",-,$0.00,$0.00,0.46%,$2.99,$34.22,$142.19
,Coffee,$169.46,$169.46,74,0," "," ",-,$0.00,$0.00,0.44%,$2.29,$0.00,$169.46
,Frooti,$157.76,$157.76,52,0," "," ",-,$0.00,$0.00,0.41%,$3.03,$0.00,$157.76
,Coke Can,$134.33,$134.33,67,0," "," ",-,$0.00,$0.00,0.35%,$2.00,$0.00,$134.33
,Thums Up Can,$92.69,$92.69,31,0," "," ",-,$0.00,$0.00,0.24%,$2.99,$0.00,$92.69
,Sprite Can,$37.81,$37.81,19,0," "," ",-,$0.00,$0.00,0.10%,$1.99,$0.00,$37.81
,Diet Coke Can,$9.95,$9.95,5,0," "," ",-,$0.00,$0.00,0.03%,$1.99,$0.00,$9.95
,Coke Zero,$1.99,$1.99,1,0," "," ",-,$0.00,$0.00,0.01%,$1.99,$0.00,$1.99
Total (Tea & Soda),,$962.79,$962.79,369,0,-," ",$0.00,$0.00,$0.00,2.49%,$2.61,$34.22,$928.57

Namkeens
,Dryfruit Kachori 400g,$239.76,$239.76,24,0," "," ",-,$0.00,$0.00,0.62%,$9.99,$97.20,$142.56
,Rajigira Mini Jar Chakri,$32.89,$32.89,11,0," "," ",-,$0.00,$0.00,0.08%,$2.99,$0.00,$32.89
,Banana Mari Wafer 200g,$24.75,$24.75,9,0," "," ",-,$0.00,$0.00,0.06%,$2.75,$0.00,$24.75
,Black Pepper Mini Jar Chakri,$23.92,$23.92,8,0," "," ",-,$0.00,$0.00,0.06%,$2.99,$0.00,$23.92
,Jeera Mini Jar Chakri,$20.93,$20.93,7,0," "," ",-,$0.00,$0.00,0.05%,$2.99,$0.00,$20.93
,Spicy Crispy Gathiya,$19.50,$19.50,6,0," "," ",-,$0.00,$0.00,0.05%,$3.25,$6.54,$12.96
,Yellow Banana Wafer,$16.50,$16.50,6,0," "," ",-,$0.00,$0.00,0.04%,$2.75,$0.00,$16.50
,Bombay Mix,$16.25,$16.25,5,0," "," ",-,$0.00,$0.00,0.04%,$3.25,$5.45,$10.80
,Bombay Mix 200gm,$15.92,$15.92,8,0," "," ",-,$0.00,$0.00,0.04%,$1.99,-,-
,Fulwadi 200gm,$13.93,$13.93,7,0," "," ",-,$0.00,$0.00,0.04%,$1.99,$0.00,$13.93
,Surti Special 200gm,$13.93,$13.93,7,0," "," ",-,$0.00,$0.00,0.04%,$1.99,-,-
,Tikha Farali chevdo 200gm,$13.75,$13.75,5,0," "," ",-,$0.00,$0.00,0.04%,$2.75,$0.00,$13.75
,Garlic Bhel,$13.00,$13.00,4,0," "," ",-,$0.00,$0.00,0.03%,$3.25,$4.36,$8.64
,Raji Mini Jar Chakri,$13.00,$13.00,4,0," "," ",-,$0.00,$0.00,0.03%,$3.25,$0.00,$13.00
,Ratlami Sev,$13.00,$13.00,4,0," "," ",-,$0.00,$0.00,0.03%,$3.25,$7.12,$5.88
,Bhakharwadi 200g,$11.94,$11.94,6,0," "," ",-,$0.00,$0.00,0.03%,$1.99,$0.00,$11.94
,Moong Dal 200g,$11.94,$11.94,6,0," "," ",-,$0.00,$0.00,0.03%,$1.99,$6.84,$5.10
,Navratna Mix 200gm,$11.94,$11.94,6,0," "," ",-,$0.00,$0.00,0.03%,$1.99,$0.00,$11.94
,Chana Dal,$9.95,$9.95,5,0," "," ",-,$0.00,$0.00,0.03%,$1.99,$0.00,$9.95
,Chapta Chana 200g,$9.95,$9.95,5,0," "," ",-,$0.00,$0.00,0.03%,$1.99,$0.00,$9.95
,Garlic Bhel 200gm,$9.95,$9.95,5,0," "," ",-,$0.00,$0.00,0.03%,$1.99,-,-
,Sing Bhujia 200g,$9.95,$9.95,5,0," "," ",-,$0.00,$0.00,0.03%,$1.99,$5.65,$4.30
,Spicy Crispy Gathiya 200gm,$9.95,$9.95,5,0," "," ",-,$0.00,$0.00,0.03%,$1.99,$0.00,$9.95
,Papad Chavanu 200gm,$8.25,$8.25,3,0," "," ",-,$0.00,$0.00,0.02%,$2.75,$0.00,$8.25
,Sweet Farali Chevdo 200gm,$8.25,$8.25,3,0," "," ",-,$0.00,$0.00,0.02%,$2.75,$0.00,$8.25
,Navratna Mix,$6.50,$6.50,2,0," "," ",-,$0.00,$0.00,0.02%,$3.25,$2.18,$4.32
,Plain Sev,$6.50,$6.50,2,0," "," ",-,$0.00,$0.00,0.02%,$3.25,$2.12,$4.38
,Bhavnagri Gathiya 200gm,$5.97,$5.97,3,0," "," ",-,$0.00,$0.00,0.02%,$1.99,$0.00,$5.97
,Chaat Puri 200gm,$5.97,$5.97,3,0," "," ",-,$0.00,$0.00,0.02%,$1.99,$0.00,$5.97
,Ratlami Sev 200gm,$5.97,$5.97,3,0," "," ",-,$0.00,$0.00,0.02%,$1.99,$0.00,$5.97
,Makkai Chevdo 200gm,$3.98,$3.98,2,0," "," ",-,$0.00,$0.00,0.01%,$1.99,-,-
,Naylon Sev 200gm,$3.98,$3.98,2,0," "," ",-,$0.00,$0.00,0.01%,$1.99,-,-
,"Surti Special ",$3.25,$3.25,1,0," "," ",-,$0.00,$0.00,0.01%,$3.25,$1.09,$2.16
Total (Namkeens),,$635.22,$635.22,182,0,-," ",$0.00,$0.00,$0.00,1.64%,$3.49,$138.55,$448.91

Shakes
,Chocolate Chip Brownie Shake,$153.82,$153.82,18,0," "," ",-,$0.00,$0.00,0.40%,$8.55,$0.00,$153.82
,," "," "," "," ",Medium,13,$0.00," "," "," "," "," "," "
,," "," "," "," ",Large,5,$10.00," "," "," "," "," "," "
,Pine Butterscotch Shake,$131.85,$131.85,15,0," "," ",-,$0.00,$0.00,0.34%,$8.79,$0.00,$131.85
,," "," "," "," ",Medium,9,$0.00," "," "," "," "," "," "
,," "," "," "," ",Large,6,$12.00," "," "," "," "," "," "
,Red Velvet Shake,$64.93,$64.93,7,0," "," ",-,$0.00,$0.00,0.17%,$9.28,$0.00,$64.93
,," "," "," "," ",Medium,6,$0.00," "," "," "," "," "," "
,," "," "," "," ",Large,1,$2.00," "," "," "," "," "," "
,Oreo Shake,$46.95,$46.95,5,0," "," ",-,$0.00,$0.00,0.12%,$9.39,$0.00,$46.95
,," "," "," "," ",Medium,4,$0.00," "," "," "," "," "," "
,," "," "," "," ",Large,1,$2.00," "," "," "," "," "," "
,Ferrero Rocher Shake,$39.96,$39.96,4,0," "," ",-,$0.00,$0.00,0.10%,$9.99,$0.00,$39.96
,," "," "," "," ",Medium,4,$0.00," "," "," "," "," "," "
,Strawberry Shake,$31.96,$31.96,4,0," "," ",-,$0.00,$0.00,0.08%,$7.99,$0.00,$31.96
,," "," "," "," ",Medium,4,$0.00," "," "," "," "," "," "
,Walnut Brownie Shake,$31.23,$31.23,3,0," "," ",-,$0.00,$0.00,0.08%,$10.41,$0.00,$31.23
,," "," "," "," ",Medium,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Large,1,$2.00," "," "," "," "," "," "
,Rich Alphonso,$15.98,$15.98,2,0," "," ",-,$0.00,$0.00,0.04%,$7.99,$0.00,$15.98
,," "," "," "," ",Medium,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Large,1,$2.00," "," "," "," "," "," "
,Choco Latte Shake,$7.99,$7.99,1,0," "," ",-,$0.00,$0.00,0.02%,$7.99,$0.00,$7.99
,," "," "," "," ",Medium,1,$0.00," "," "," "," "," "," "
Total (Shakes),,$524.67,$524.67,59,0,-,59,$30.00,$0.00,$0.00,1.35%,$8.89,$0.00,$524.67

Cookies
,Besan Pista Nankhatai,$143.76,$143.76,24,0," "," ",-,$0.00,$0.00,0.37%,$5.99,$87.60,$56.16
,Desi Ghee Nankhatai 400g,$58.41,$58.41,9,0," "," ",-,$0.00,$0.00,0.15%,$6.49,$36.00,$22.41
,GJ Punjabi 300gm,$42.50,$42.50,10,0," "," ",-,$0.00,$0.00,0.11%,$4.25,$10.50,$32.00
,Jowar Multigrain Cookies,$41.25,$41.25,11,0," "," ",-,$0.00,$0.00,0.11%,$3.75,$0.00,$41.25
