Items Report
"Aug 1, 2025 12:00 AM - Aug 31, 2025 11:59 PM"
"Requested on: Apr 2, 2026 5:01 PM"
Filters: Item Type = Revenue Items

Categories: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."
Items assigned to multiple categories are reported in just one category (the one created first).

Gross Sales,"$27,295.25"
Net Sales,"$27,215.86"
COGS,"$6,810.74"
Gross Profit,"$20,067.62"
Gross Profit Margin,73.74%

Category Name,Name,Gross Sales,Net Sales,Sold,Refunded,Modifier Name,Modifier Sold,Modifier Amount,Discounts,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
,Navratna Mix 200gm,$5.97,$5.97,3,0," "," ",-,$0.00,$0.00,0.02%,$1.99,$0.00,$5.97
,Spicy Crispy Gathiya 200gm,$5.97,$5.97,3,0," "," ",-,$0.00,$0.00,0.02%,$1.99,$0.00,$5.97
,Surti Special 200gm,$5.97,$5.97,3,0," "," ",-,$0.00,$0.00,0.02%,$1.99,-,-
,Papad Chavanu 200gm,$5.50,$5.50,2,0," "," ",-,$0.00,$0.00,0.02%,$2.75,$0.00,$5.50
,Bombay Mix 200gm,$3.98,$3.98,2,0," "," ",-,$0.00,$0.00,0.01%,$1.99,-,-
,Chaat Puri 200gm,$3.98,$3.98,2,0," "," ",-,$0.00,$0.00,0.01%,$1.99,$0.00,$3.98
,Garlic Bhel 200gm,$3.98,$3.98,2,0," "," ",-,$0.00,$0.00,0.01%,$1.99,-,-
,Ratlami Sev 200gm,$3.98,$3.98,2,0," "," ",-,$0.00,$0.00,0.01%,$1.99,$0.00,$3.98
,Bombay Mix,$3.25,$3.25,1,0," "," ",-,$0.00,$0.00,0.01%,$3.25,$1.09,$2.16
,Plain Sev,$3.25,$3.25,1,0," "," ",-,$0.00,$0.00,0.01%,$3.25,$1.06,$2.19
,Spicy Crispy Gathiya,$3.25,$3.25,1,0," "," ",-,$0.00,$0.00,0.01%,$3.25,$1.09,$2.16
,Navratna Mix,$2.99,$2.99,1,0," "," ",-,$0.00,$0.00,0.01%,$2.99,$1.09,$1.90
Total (Namkeens),,$396.43,$396.43,165,0,-," ",$0.00,$0.00,$0.00,1.46%,$2.40,$61.15,$309.41

Shakes
,Pine Butterscotch Shake,$129.84,$128.24,16,0," "," ",-,-$1.60,$0.00,0.47%,$8.01,$0.00,$128.24
,," "," "," "," ",Medium,15,$0.00," "," "," "," "," "," "
,," "," "," "," ",Large,1,$2.00," "," "," "," "," "," "
,Ferrero Rocher Shake,$63.94,$63.94,6,0," "," ",-,$0.00,$0.00,0.23%,$10.66,$0.00,$63.94
,," "," "," "," ",Medium,4,$0.00," "," "," "," "," "," "
,," "," "," "," ",Large,2,$4.00," "," "," "," "," "," "
,Chocolate Chip Brownie Shake,$47.94,$47.94,6,0," "," ",-,$0.00,$0.00,0.18%,$7.99,$0.00,$47.94
,," "," "," "," ",Medium,6,$0.00," "," "," "," "," "," "
,Oreo Shake,$46.95,$46.95,5,0," "," ",-,$0.00,$0.00,0.17%,$9.39,$0.00,$46.95
,," "," "," "," ",Medium,4,$0.00," "," "," "," "," "," "
,," "," "," "," ",Large,1,$2.00," "," "," "," "," "," "
,Choco Latte Shake,$41.95,$41.95,5,0," "," ",-,$0.00,$0.00,0.15%,$8.39,$0.00,$41.95
,," "," "," "," ",Medium,4,$0.00," "," "," "," "," "," "
,," "," "," "," ",Large,1,$2.00," "," "," "," "," "," "
,Strawberry Shake,$25.97,$25.97,3,0," "," ",-,$0.00,$0.00,0.10%,$8.66,$0.00,$25.97
,," "," "," "," ",Medium,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Large,1,$2.00," "," "," "," "," "," "
,Red Velvet Shake,$17.98,$17.98,2,0," "," ",-,$0.00,$0.00,0.07%,$8.99,$0.00,$17.98
,," "," "," "," ",Medium,2,$0.00," "," "," "," "," "," "
,Walnut Brownie Shake,$17.98,$17.98,2,0," "," ",-,$0.00,$0.00,0.07%,$8.99,$0.00,$17.98
,," "," "," "," ",Medium,2,$0.00," "," "," "," "," "," "
Total (Shakes),,$392.55,$390.95,45,0,-,45,$12.00,-$1.60,$0.00,1.44%,$8.69,$0.00,$390.95

Tea & Soda
,Thums Up Can,$95.68,$95.68,32,0," "," ",-,$0.00,$0.00,0.35%,$2.99,$0.00,$95.68
,Coffee,$68.70,$68.70,30,0," "," ",-,$0.00,$0.00,0.25%,$2.29,$0.00,$68.70
,Limca Can,$47.84,$47.84,16,0," "," ",-,$0.00,$0.00,0.18%,$2.99,$0.00,$47.84
,Frooti,$41.98,$41.98,22,0," "," ",-,$0.00,$0.00,0.15%,$1.91,$0.00,$41.98
,Coke Can,$37.81,$37.81,19,0," "," ",-,$0.00,$0.00,0.14%,$1.99,$0.00,$37.81
,Kashmira Masala Jeera Can,$35.88,$35.88,12,0," "," ",-,$0.00,$0.00,0.13%,$2.99,$6.96,$28.92
,Diet Coke Can,$25.87,$25.87,13,0," "," ",-,$0.00,$0.00,0.10%,$1.99,$0.00,$25.87
,Sprite Can,$13.93,$13.93,7,0," "," ",-,$0.00,$0.00,0.05%,$1.99,$0.00,$13.93
,Coke Zero,$3.98,$3.98,2,0," "," ",-,$0.00,$0.00,0.01%,$1.99,$0.00,$3.98
Total (Tea & Soda),,$371.67,$371.67,153,0,-," ",$0.00,$0.00,$0.00,1.37%,$2.43,$6.96,$364.71

"Customize "
,Design Charge Per LB,$130.00,$130.00,26,0," "," ",-,$0.00,$0.00,0.48%,$5.00,$0.00,$130.00
,Design Chagre Per Lb,$120.00,$120.00,12,0," "," ",-,$0.00,$0.00,0.44%,$10.00,$0.00,$120.00
,Fondant Toys,$80.00,$80.00,8,0," "," ",-,$0.00,$0.00,0.29%,$10.00,$0.00,$80.00
,Photo Print  ( 8.5× 11 Inches ),$30.00,$30.00,1,0," "," ",-,$0.00,$0.00,0.11%,$30.00,$0.00,$30.00
Total (Customize ),,$360.00,$360.00,47,0,-," ",$0.00,$0.00,$0.00,1.32%,$7.66,$0.00,$360.00

Khari
,Surti Plain Khari,$73.50,$73.50,14,0," "," ",-,$0.00,$0.00,0.27%,$5.25,$0.00,$73.50
,Green Masala Khari 400g,$61.75,$61.75,13,0," "," ",-,$0.00,$0.00,0.23%,$4.75,$39.00,$22.75
,Jeera Khari 400g,$61.75,$61.75,13,0," "," ",-,$0.00,$0.00,0.23%,$4.75,$39.00,$22.75
,Surti Jeera Khari,$36.75,$36.75,7,0," "," ",-,$0.00,$0.00,0.14%,$5.25,$0.00,$36.75
,Surti Methi Khari,$26.25,$26.25,5,0," "," ",-,$0.00,$0.00,0.10%,$5.25,-,-
,Crunchy Heart 200gm,$25.24,$25.24,6,0," "," ",-,$0.00,$0.00,0.09%,$4.21,$0.00,$25.24
,Methi Khari 400g,$4.75,$4.75,1,0," "," ",-,$0.00,$0.00,0.02%,$4.75,$3.00,$1.75
,Plain Khari 400g,$4.25,$4.25,1,0," "," ",-,$0.00,$0.00,0.02%,$4.25,$2.00,$2.25
Total (Khari),,$294.24,$294.24,60,0,-," ",$0.00,$0.00,$0.00,1.08%,$4.90,$83.00,$184.99

Muffins & Pound Cake
,Rasmalai Pound Cake,$56.25,$56.25,15,0," "," ",-,$0.00,$0.00,0.21%,$3.75,$37.50,$18.75
,Tutti Frutti Muffin,$22.99,$22.99,11,0," "," ",-,$0.00,$0.00,0.08%,$2.09,$0.00,$22.99
,Orange Pound Cake,$22.50,$22.50,6,0," "," ",-,$0.00,$0.00,0.08%,$3.75,$0.00,$22.50
,Tuti Fruity Pound Cake,$22.50,$22.50,6,0," "," ",-,$0.00,$0.00,0.08%,$3.75,$0.00,$22.50
,Orange Muffin,$10.45,$10.45,5,0," "," ",-,$0.00,$0.00,0.04%,$2.09,$0.00,$10.45
,Choco Bite Muffin,$8.36,$8.36,4,0," "," ",-,$0.00,$0.00,0.03%,$2.09,-,-
,Chocolate Chips Muffin,$8.36,$8.36,4,0," "," ",-,$0.00,$0.00,0.03%,$2.09,$0.00,$8.36
,Red Velvet Muffin,$8.36,$8.36,4,0," "," ",-,$0.00,$0.00,0.03%,$2.09,$0.00,$8.36
,Choco Chip Pound Cake,$7.50,$7.50,2,0," "," ",-,$0.00,$0.00,0.03%,$3.75,$5.00,$2.50
,Rasmalai Muffin,$4.18,$4.18,2,0," "," ",-,$0.00,$0.00,0.02%,$2.09,$0.00,$4.18
,Vanilla Muffin,$2.09,$2.09,1,0," "," ",-,$0.00,$0.00,0.01%,$2.09,$0.00,$2.09
Total (Muffins & Pound Cake),,$173.54,$173.54,60,0,-," ",$0.00,$0.00,$0.00,0.64%,$2.89,$42.50,$122.68

Cream Roll
,Cream Roll Strawberry,$49.50,$49.50,50,0," "," ",-,$0.00,$0.00,0.18%,$0.99,$15.50,$34.00
,Cream Roll Chocolate,$36.63,$36.43,37,0," "," ",-,-$0.20,$0.00,0.13%,$0.98,$11.47,$24.96
,Frosting Cream Roll,$36.00,$36.00,16,0," "," ",-,$0.00,$0.00,0.13%,$2.25,-,-
,Strawberry Cream Roll (Box),$35.97,$35.97,3,0," "," ",-,$0.00,$0.00,0.13%,$11.99,$0.00,$35.97
,Chocolate Cream Roll (Box),$11.99,$11.99,1,0," "," ",-,$0.00,$0.00,0.04%,$11.99,$0.00,$11.99
Total (Cream Roll),,$170.09,$169.89,107,0,-," ",$0.00,-$0.20,$0.00,0.62%,$1.59,$26.97,$106.92

Khakhra
,Cheese Chilly Khakhra Coin,$19.90,$19.90,10,0," "," ",-,$0.00,$0.00,0.07%,$1.99,$0.00,$19.90
,Golgappa Khakhra,$19.90,$19.90,10,0," "," ",-,$0.00,$0.00,0.07%,$1.99,$0.00,$19.90
,Chatpatta Khakhra,$17.91,$17.91,9,0," "," ",-,$0.00,$0.00,0.07%,$1.99,$8.28,$9.63
,Moong Khakhra,$17.91,$17.71,9,0," "," ",-,-$0.20,$0.00,0.07%,$1.97,$0.00,$17.71
,Jeera Khakhra,$15.92,$15.92,8,0," "," ",-,$0.00,$0.00,0.06%,$1.99,$0.00,$15.92
,Sandwich Khakhra,$15.92,$15.72,8,0," "," ",-,-$0.20,$0.00,0.06%,$1.97,$0.00,$15.72
,Masala Khakhra,$11.94,$11.74,6,0," "," ",-,-$0.20,$0.00,0.04%,$1.96,$5.52,$6.22
,Cheese Khakhra,$9.95,$9.95,5,0," "," ",-,$0.00,$0.00,0.04%,$1.99,$0.00,$9.95
,Methi Thepla Slim Bite Khakhra,$9.95,$9.95,5,0," "," ",-,$0.00,$0.00,0.04%,$1.99,$2.45,$7.50
,Garlic Khakhra,$7.96,$7.96,4,0," "," ",-,$0.00,$0.00,0.03%,$1.99,$3.68,$4.28
,Methi Khakhra,$7.96,$7.96,4,0," "," ",-,$0.00,$0.00,0.03%,$1.99,$3.68,$4.28
Total (Khakhra),,$155.22,$154.62,78,0,-," ",$0.00,-$0.60,$0.00,0.57%,$1.98,$23.61,$131.01

Gifting
,Royal Delight,$94.41,$92.31,9,0," "," ",-,-$2.10,$0.00,0.34%,$10.26,$36.54,$55.77
,Nutty Moments,$52.45,$50.35,5,0," "," ",-,-$2.10,$0.00,0.19%,$10.07,$20.35,$30.00
Total (Gifting),,$146.86,$142.66,14,0,-," ",$0.00,-$4.20,$0.00,0.52%,$10.19,$56.89,$85.77

Brownie
,Chocolate brownie,$30.25,$30.25,11,0," "," ",-,$0.00,$0.00,0.11%,$2.75,$15.07,$15.18
,Oreo Brownie,$13.00,$13.00,4,0," "," ",-,$0.00,$0.00,0.05%,$3.25,$6.56,$6.44
Total (Brownie),,$43.25,$43.25,15,0,-," ",$0.00,$0.00,$0.00,0.16%,$2.88,$21.63,$21.62

Rusk
,Garlic Crust 200gm,$12.75,$12.75,3,0," "," ",-,$0.00,$0.00,0.05%,$4.25,$0.00,$12.75
Total (Rusk),,$12.75,$12.75,3,0,-," ",$0.00,$0.00,$0.00,0.05%,$4.25,$0.00,$12.75

Combo
,Tea + Maska Bun,$6.98,$6.98,2,0," "," ",-,$0.00,$0.00,0.03%,$3.49,$0.00,$6.98
Total (Combo),,$6.98,$6.98,2,0,-," ",$0.00,$0.00,$0.00,0.03%,$3.49,$0.00,$6.98

TOTAL,,"$27,295.25","$27,215.86",5167,7,-," ",$13.50,-$47.44,-$31.95,100.00%,$5.27,"$6,810.74","$20,067.62"
