Items Report
"Jan 1, 2026 12:00 AM - Jan 31, 2026 11:59 PM"
"Requested on: Apr 2, 2026 4:59 PM"
Filters: Item Type = Revenue Items

Categories: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."
Items assigned to multiple categories are reported in just one category (the one created first).

Gross Sales,"$35,381.57"
Net Sales,"$35,357.20"
COGS,"$9,547.67"
Gross Profit,"$24,503.86"
Gross Profit Margin,69.30%

Category Name,Name,Gross Sales,Net Sales,Sold,Refunded,Modifier Name,Modifier Sold,Modifier Amount,Discounts,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
,Diet Coke Can,$65.67,$65.67,33,0," "," ",-,$0.00,$0.00,0.19%,$1.99,$0.00,$65.67
,Frooti,$62.79,$62.79,21,0," "," ",-,$0.00,$0.00,0.18%,$2.99,$0.00,$62.79
,Sprite Can,$35.82,$35.82,18,0," "," ",-,$0.00,$0.00,0.10%,$1.99,$0.00,$35.82
,Pepsi,$5.67,$5.67,3,0," "," ",-,$0.00,$0.00,0.02%,$1.89,$0.00,$5.67
Total (Tea & Soda),,$773.21,$773.21,315,0,-," ",$0.00,$0.00,$0.00,2.19%,$2.45,$23.78,$749.43

"Customize "
,Tier-Design Chagre Per Lb,$120.00,$120.00,12,0," "," ",-,$0.00,$0.00,0.34%,$10.00,$0.00,$120.00
,Design Charge Per LB,$106.25,$106.25,21,0," "," ",-,$0.00,$0.00,0.30%,$5.06,$0.00,$106.25
,Fondant Toys,$60.00,$60.00,6,0," "," ",-,$0.00,$0.00,0.17%,$10.00,$0.00,$60.00
,Photo Print  ( 8.5× 11 Inches ),$60.00,$60.00,2,0," "," ",-,$0.00,$0.00,0.17%,$30.00,$0.00,$60.00
,Real Flowers,$60.00,$60.00,1,0," "," ",-,$0.00,$0.00,0.17%,$60.00,$0.00,$60.00
Total (Customize ),,$406.25,$406.25,42,0,-," ",$0.00,$0.00,$0.00,1.15%,$9.67,$0.00,$406.25

Shakes
,Pine Butterscotch Shake,$105.87,$105.87,13,0," "," ",-,$0.00,$0.00,0.30%,$8.14,$0.00,$105.87
,," "," "," "," ",Medium,13,$0.00," "," "," "," "," "," "
,Chocolate Chip Brownie Shake,$51.94,$51.94,6,0," "," ",-,$0.00,$0.00,0.15%,$8.66,$0.00,$51.94
,," "," "," "," ",Medium,5,$0.00," "," "," "," "," "," "
,," "," "," "," ",Large,1,$2.00," "," "," "," "," "," "
,Ferrero Rocher Shake,$49.95,$49.95,5,0," "," ",-,$0.00,$0.00,0.14%,$9.99,$0.00,$49.95
,," "," "," "," ",Medium,5,$0.00," "," "," "," "," "," "
,Strawberry Shake,$47.94,$47.94,6,0," "," ",-,$0.00,$0.00,0.14%,$7.99,$0.00,$47.94
,," "," "," "," ",Medium,6,$0.00," "," "," "," "," "," "
,Rich Alphonso,$38.47,$38.47,5,0," "," ",-,$0.00,$0.00,0.11%,$7.69,$0.00,$38.47
,," "," "," "," ",Medium,5,$0.00," "," "," "," "," "," "
,Red Velvet Shake,$26.97,$26.97,3,0," "," ",-,$0.00,$0.00,0.08%,$8.99,$0.00,$26.97
,," "," "," "," ",Medium,3,$0.00," "," "," "," "," "," "
,Oreo Shake,$17.98,$17.98,2,0," "," ",-,$0.00,$0.00,0.05%,$8.99,$0.00,$17.98
,," "," "," "," ",Medium,2,$0.00," "," "," "," "," "," "
,Choco Latte Shake,$15.98,$15.98,2,0," "," ",-,$0.00,$0.00,0.05%,$7.99,$0.00,$15.98
,," "," "," "," ",Medium,2,$0.00," "," "," "," "," "," "
,Walnut Brownie Shake,$8.99,$8.99,1,0," "," ",-,$0.00,$0.00,0.03%,$8.99,$0.00,$8.99
,," "," "," "," ",Medium,1,$0.00," "," "," "," "," "," "
Total (Shakes),,$364.09,$364.09,43,0,-,43,$2.00,$0.00,$0.00,1.03%,$8.47,$0.00,$364.09

Namkeens
,Dryfruit Kachori 400g,$129.87,$129.87,13,0," "," ",-,$0.00,$0.00,0.37%,$9.99,$52.65,$77.22
,Raji Mini Jar Chakri,$22.75,$22.75,7,0," "," ",-,$0.00,$0.00,0.06%,$3.25,$0.00,$22.75
,Nadiyadi Mix 200gm,$19.90,$19.90,10,0," "," ",-,$0.00,$0.00,0.06%,$1.99,$0.00,$19.90
,Makkai Chevdo 200gm,$13.93,$13.93,7,0," "," ",-,$0.00,$0.00,0.04%,$1.99,-,-
,Jeera Mini Jar Chakri,$11.96,$11.96,4,0," "," ",-,$0.00,$0.00,0.03%,$2.99,$0.00,$11.96
,Bhakharwadi 200g,$11.94,$11.94,6,0," "," ",-,$0.00,$0.00,0.03%,$1.99,$0.00,$11.94
,Plain Sev,$9.75,$9.75,3,0," "," ",-,$0.00,$0.00,0.03%,$3.25,$3.18,$6.57
,Spicy Crispy Gathiya,$9.75,$9.75,3,0," "," ",-,$0.00,$0.00,0.03%,$3.25,$3.27,$6.48
,Banana Mari Wafer 200g,$8.25,$8.25,3,0," "," ",-,$0.00,$0.00,0.02%,$2.75,$0.00,$8.25
,Kenyan Chevdo 200gm,$8.25,$8.25,3,0," "," ",-,$0.00,$0.00,0.02%,$2.75,$0.00,$8.25
,Papad Chavanu 200gm,$8.25,$8.25,3,0," "," ",-,$0.00,$0.00,0.02%,$2.75,$0.00,$8.25
,Bombay Mix 200gm,$7.96,$7.96,4,0," "," ",-,$0.00,$0.00,0.02%,$1.99,-,-
,Ratlami Sev 200gm,$7.96,$7.96,4,0," "," ",-,$0.00,$0.00,0.02%,$1.99,$0.00,$7.96
,Garlic Bhel,$6.50,$6.50,2,0," "," ",-,$0.00,$0.00,0.02%,$3.25,$2.18,$4.32
,Chana Dal,$5.97,$5.97,3,0," "," ",-,$0.00,$0.00,0.02%,$1.99,$0.00,$5.97
,Sing Bhujia 200g,$5.97,$5.97,3,0," "," ",-,$0.00,$0.00,0.02%,$1.99,$3.39,$2.58
,Surti Special 200gm,$5.97,$5.97,3,0," "," ",-,$0.00,$0.00,0.02%,$1.99,-,-
,Sweet Farali Chevdo 200gm,$5.50,$5.50,2,0," "," ",-,$0.00,$0.00,0.02%,$2.75,$0.00,$5.50
,Yellow Banana Wafer,$5.50,$5.50,2,0," "," ",-,$0.00,$0.00,0.02%,$2.75,$0.00,$5.50
,Chaat Puri 200gm,$3.98,$3.98,2,0," "," ",-,$0.00,$0.00,0.01%,$1.99,$0.00,$3.98
,Bombay Mix,$3.25,$3.25,1,0," "," ",-,$0.00,$0.00,0.01%,$3.25,$1.09,$2.16
,Navratna Mix,$3.25,$3.25,1,0," "," ",-,$0.00,$0.00,0.01%,$3.25,$1.09,$2.16
,Ratlami Sev,$3.25,$3.25,1,0," "," ",-,$0.00,$0.00,0.01%,$3.25,$1.78,$1.47
,Black Pepper Mini Jar Chakri,$2.99,$2.99,1,0," "," ",-,$0.00,$0.00,0.01%,$2.99,$0.00,$2.99
,Garlic Bhel 200gm,$1.99,$1.99,1,0," "," ",-,$0.00,$0.00,0.01%,$1.99,-,-
,Moong Dal 200g,$1.99,$1.99,1,0," "," ",-,$0.00,$0.00,0.01%,$1.99,$1.14,$0.85
,Soya Stick 200gm,$1.99,$1.99,1,0," "," ",-,$0.00,$0.00,0.01%,$1.99,$1.00,$0.99
Total (Namkeens),,$328.62,$328.62,94,0,-," ",$0.00,$0.00,$0.00,0.93%,$3.50,$70.77,$228.00

Cookies
,Besan Pista Nankhatai,$191.68,$191.68,32,0," "," ",-,$0.00,$0.00,0.54%,$5.99,$116.80,$74.88
,Surti Farmas 400g,$59.90,$59.90,10,0," "," ",-,$0.00,$0.00,0.17%,$5.99,$30.00,$29.90
,Surti Sada 400gm,$21.00,$21.00,4,0," "," ",-,$0.00,$0.00,0.06%,$5.25,$12.00,$9.00
,Mix Fruit Cookie 200gm,$4.49,$4.49,1,0," "," ",-,$0.00,$0.00,0.01%,$4.49,$0.00,$4.49
,GJ Punjabi 300gm,$4.25,$4.25,1,0," "," ",-,$0.00,$0.00,0.01%,$4.25,$1.05,$3.20
