Items Report,,,,,,,,,,,,,,
"Mar 1, 2026 12:00 AM - Mar 31, 2026 11:59 PM",,,,,,,,,,,,,,
"Requested on: Apr 2, 2026 5:06 PM",,,,,,,,,,,,,,
Filters: Item Type = Revenue Items,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Categories: All,,,,,,,,,,,,,,
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders.",,,,,,,,,,,,,,
Items assigned to multiple categories are reported in just one category (the one created first).,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Gross Sales,"$39,424.46 ",,,,,,,,,,,,,
Net Sales,"$37,392.30 ",,,,,,,,,,,,,
COGS,"$10,221.82 ",,,,,,,,,,,,,
Gross Profit,"$25,478.94 ",,,,,,,,,,,,,
Gross Profit Margin,68.14%,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Category Name,Name,Gross Sales,Net Sales,Sold,Refunded,Modifier Name,Modifier Sold,Modifier Amount,Discounts,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
,, , , , ,Large,1,$2.00 , , , , , , 
,Rich Alphonso,$60.45 ,$60.45 ,7,0, , ,-,$0.00 ,$0.00 ,0.16%,$8.64 ,$0.00 ,$60.45 
,, , , , ,Medium,3,$0.00 , , , , , , 
,, , , , ,Large,4,$8.00 , , , , , , 
,Red Velvet Shake,$46.95 ,$46.95 ,5,0, , ,-,$0.00 ,$0.00 ,0.13%,$9.39 ,$0.00 ,$46.95 
,, , , , ,Medium,4,$0.00 , , , , , , 
,, , , , ,Large,1,$2.00 , , , , , , 
,Strawberry Shake,$23.97 ,$23.97 ,3,0, , ,-,$0.00 ,$0.00 ,0.06%,$7.99 ,$0.00 ,$23.97 
,, , , , ,Medium,3,$0.00 , , , , , , 
,Walnut Brownie Shake,$19.98 ,$19.98 ,2,0, , ,-,$0.00 ,$0.00 ,0.05%,$9.99 ,$0.00 ,$19.98 
,, , , , ,Medium,1,$0.00 , , , , , , 
,, , , , ,Large,1,$2.00 , , , , , , 
,Choco Latte Shake,$15.98 ,$15.98 ,2,0, , ,-,$0.00 ,$0.00 ,0.04%,$7.99 ,$0.00 ,$15.98 
,, , , , ,Medium,2,$0.00 , , , , , , 
Total (Shakes),,$597.06 ,$597.06 ,72,0,-,57,$24.00 ,$0.00 ,$0.00 ,1.60%,$8.29 ,$0.00 ,$522.21 
,,,,,,,,,,,,,,
Namkeens,,,,,,,,,,,,,,
,Dryfruit Kachori 400g,$239.76 ,$239.76 ,24,0, , ,-,$0.00 ,$0.00 ,0.64%,$9.99 ,$97.20 ,$142.56 
,Manchurian Stick 200gm,$31.84 ,$31.84 ,16,0, , ,-,$0.00 ,$0.00 ,0.09%,$1.99 ,$16.16 ,$15.68 
,Soya Stick 200gm,$29.85 ,$29.85 ,15,0, , ,-,$0.00 ,$0.00 ,0.08%,$1.99 ,$15.00 ,$14.85 
,Papad Chavanu 200gm,$16.50 ,$16.50 ,6,0, , ,-,$0.00 ,$0.00 ,0.04%,$2.75 ,$0.00 ,$16.50 
,Spicy Crispy Gathiya,$16.25 ,$16.25 ,5,0, , ,-,$0.00 ,$0.00 ,0.04%,$3.25 ,$5.45 ,$10.80 
,Nadiyadi Mix 200gm,$15.92 ,$15.92 ,8,0, , ,-,$0.00 ,$0.00 ,0.04%,$1.99 ,$0.00 ,$15.92 
,Jeera Mini Jar Chakri,$14.95 ,$14.95 ,5,0, , ,-,$0.00 ,$0.00 ,0.04%,$2.99 ,$0.00 ,$14.95 
,Makkai Chevdo 200gm,$13.93 ,$13.93 ,7,0, , ,-,$0.00 ,$0.00 ,0.04%,$1.99 ,-,-
,Kenyan Chevdo 200gm,$13.75 ,$13.75 ,5,0, , ,-,$0.00 ,$0.00 ,0.04%,$2.75 ,$0.00 ,$13.75 
,Sweet Farali Chevdo 200gm,$13.75 ,$13.75 ,5,0, , ,-,$0.00 ,$0.00 ,0.04%,$2.75 ,$0.00 ,$13.75 
,Ratlami Sev,$13.00 ,$13.00 ,4,0, , ,-,$0.00 ,$0.00 ,0.03%,$3.25 ,$7.12 ,$5.88 
,Sing Bhujia 200g,$11.94 ,$11.94 ,6,0, , ,-,$0.00 ,$0.00 ,0.03%,$1.99 ,$6.78 ,$5.16 
,Navratna Mix,$9.75 ,$9.75 ,3,0, , ,-,$0.00 ,$0.00 ,0.03%,$3.25 ,$3.27 ,$6.48 
,Bhakharwadi 200g,$7.96 ,$7.96 ,4,0, , ,-,$0.00 ,$0.00 ,0.02%,$1.99 ,$0.00 ,$7.96 
,Chaat Puri 200gm,$7.96 ,$7.96 ,4,0, , ,-,$0.00 ,$0.00 ,0.02%,$1.99 ,$0.00 ,$7.96 
,Naylon Sev 200gm,$7.96 ,$7.96 ,4,0, , ,-,$0.00 ,$0.00 ,0.02%,$1.99 ,-,-
,Surti Special 200gm,$7.96 ,$7.96 ,4,0, , ,-,$0.00 ,$0.00 ,0.02%,$1.99 ,-,-
,Garlic Bhel,$6.50 ,$6.50 ,2,0, , ,-,$0.00 ,$0.00 ,0.02%,$3.25 ,$2.18 ,$4.32 
,Plain Sev,$6.50 ,$6.50 ,2,0, , ,-,$0.00 ,$0.00 ,0.02%,$3.25 ,$2.12 ,$4.38 
,Bombay Mix 200gm,$5.97 ,$5.97 ,3,0, , ,-,$0.00 ,$0.00 ,0.02%,$1.99 ,-,-
,Banana Mari Wafer 200g,$5.50 ,$5.50 ,2,0, , ,-,$0.00 ,$0.00 ,0.01%,$2.75 ,$0.00 ,$5.50 
,Garlic Bhel 200gm,$3.98 ,$3.98 ,2,0, , ,-,$0.00 ,$0.00 ,0.01%,$1.99 ,-,-
,Ratlami Sev 200gm,$3.98 ,$3.98 ,2,0, , ,-,$0.00 ,$0.00 ,0.01%,$1.99 ,$0.00 ,$3.98 
,Raji Mini Jar Chakri,$3.25 ,$3.25 ,1,0, , ,-,$0.00 ,$0.00 ,0.01%,$3.25 ,$0.00 ,$3.25 
,Surti Special ,$3.25 ,$3.25 ,1,0, , ,-,$0.00 ,$0.00 ,0.01%,$3.25 ,$1.09 ,$2.16 
,Black Pepper Mini Jar Chakri,$2.99 ,$2.99 ,1,0, , ,-,$0.00 ,$0.00 ,0.01%,$2.99 ,$0.00 ,$2.99 
Total (Namkeens),,$514.95 ,$514.95 ,141,0,-, ,$0.00 ,$0.00 ,$0.00 ,1.38%,$3.65 ,$156.37 ,$318.78 
,,,,,,,,,,,,,,
Cookies,,,,,,,,,,,,,,
,Besan Pista Nankhatai,$83.86 ,$82.66 ,14,0, , ,-,($1.20),$0.00 ,0.22%,$5.90 ,$51.10 ,$31.56 
,Desi Ghee Nankhatai 400g,$71.39 ,$71.39 ,11,0, , ,-,$0.00 ,$0.00 ,0.19%,$6.49 ,$44.00 ,$27.39 
,Surti Farmas 400g,$41.93 ,$41.93 ,7,0, , ,-,$0.00 ,$0.00 ,0.11%,$5.99 ,$21.00 ,$20.93 
,Surti Sada 400gm,$36.75 ,$36.75 ,7,0, , ,-,$0.00 ,$0.00 ,0.10%,$5.25 ,$21.00 ,$15.75 
,GJ Punjabi 300gm,$34.00 ,$34.00 ,8,0, , ,-,$0.00 ,$0.00 ,0.09%,$4.25 ,$8.40 ,$25.60 
,Cashew Nut 200gm,$26.25 ,$26.25 ,7,0, , ,-,$0.00 ,$0.00 ,0.07%,$3.75 ,$0.00 ,$26.25 
,Fruit & Nut Cookies 200gm,$18.75 ,$18.75 ,5,0, , ,-,$0.00 ,$0.00 ,0.05%,$3.75 ,$0.00 ,$18.75 
,Cashew Bite 200gm,$11.25 ,$11.25 ,3,0, , ,-,$0.00 ,$0.00 ,0.03%,$3.75 ,$0.00 ,$11.25 
,Walnut Brown 200gm,$7.50 ,$7.50 ,2,0, , ,-,$0.00 ,$0.00 ,0.02%,$3.75 ,$0.00 ,$7.50 
Total (Cookies),,$331.68 ,$330.48 ,64,0,-, ,$0.00 ,($1.20),$0.00 ,0.88%,$5.16 ,$145.50 ,$184.98 
,,,,,,,,,,,,,,
Khari,,,,,,,,,,,,,,
,Plain Khari 400g,$112.25 ,$112.25 ,25,0, , ,-,$0.00 ,$0.00 ,0.30%,$4.49 ,$50.00 ,$62.25 
,Jeera Khari 400g,$32.94 ,$32.94 ,6,0, , ,-,$0.00 ,$0.00 ,0.09%,$5.49 ,$18.00 ,$14.94 
,Green Masala Khari 400g,$23.96 ,$23.96 ,4,0, , ,-,$0.00 ,$0.00 ,0.06%,$5.99 ,$12.00 ,$11.96 
,Methi Khari 400g,$17.97 ,$17.97 ,3,0, , ,-,$0.00 ,$0.00 ,0.05%,$5.99 ,$9.00 ,$8.97 
,Wheat Khari,$6.50 ,$6.50 ,2,0, , ,-,$0.00 ,$0.00 ,0.02%,$3.25 ,$2.10 ,$4.40 
Total (Khari),,$193.62 ,$193.62 ,40,0,-, ,$0.00 ,$0.00 ,$0.00 ,0.52%,$4.84 ,$91.10 ,$102.52 
,,,,,,,,,,,,,,
Customize ,,,,,,,,,,,,,,
,Design Charge Per LB,$130.00 ,$130.00 ,26,0, , ,-,$0.00 ,$0.00 ,0.35%,$5.00 ,$0.00 ,$130.00 
,Fondant Toys,$30.00 ,$30.00 ,3,0, , ,-,$0.00 ,$0.00 ,0.08%,$10.00 ,$0.00 ,$30.00 
Total (Customize ),,$160.00 ,$160.00 ,29,0,-, ,$0.00 ,$0.00 ,$0.00 ,0.43%,$5.52 ,$0.00 ,$160.00 
,,,,,,,,,,,,,,
Muffins & Pound Cake,,,,,,,,,,,,,,
,Tuti Fruti  Pound Cake,$74.85 ,$74.85 ,15,0, , ,-,$0.00 ,$0.00 ,0.20%,$4.99 ,-,-
,Vanilla Muffin,$27.17 ,$27.17 ,13,0, , ,-,$0.00 ,$0.00 ,0.07%,$2.09 ,$0.00 ,$27.17 
,Tuti Fruti Muffin,$23.92 ,$23.92 ,8,0, , ,-,$0.00 ,$0.00 ,0.06%,$2.99 ,-,-
,Red Velvet Muffin,$12.54 ,$12.54 ,6,0, , ,-,$0.00 ,$0.00 ,0.03%,$2.09 ,$0.00 ,$12.54 
,Tuti Fruity Pound Cake,$7.50 ,$7.50 ,2,0, , ,-,$0.00 ,$0.00 ,0.02%,$3.75 ,$0.00 ,$7.50 
,Tutti Frutti Muffin,$2.09 ,$2.09 ,1,0, , ,-,$0.00 ,$0.00 ,0.01%,$2.09 ,$0.00 ,$2.09 
Total (Muffins & Pound Cake),,$148.07 ,$148.07 ,45,0,-, ,$0.00 ,$0.00 ,$0.00 ,0.40%,$3.29 ,$0.00 ,$49.30 
,,,,,,,,,,,,,,
Mousse,,,,,,,,,,,,,,
,Choco Taco,$59.90 ,$59.90 ,10,0, , ,-,$0.00 ,$0.00 ,0.16%,$5.99 ,$39.90 ,$20.00 
,Chocolate Mousse,$37.50 ,$37.50 ,6,0, , ,-,$0.00 ,$0.00 ,0.10%,$6.25 ,$19.74 ,$17.76 
,Oreo Dessert Cup,$18.75 ,$18.75 ,3,0, , ,-,$0.00 ,$0.00 ,0.05%,$6.25 ,$0.00 ,$18.75 
,Cassata Mouse,$12.50 ,$12.50 ,2,0, , ,-,$0.00 ,$0.00 ,0.03%,$6.25 ,$0.00 ,$12.50 
,Pineapple Mousse,$6.25 ,$6.25 ,1,0, , ,-,$0.00 ,$0.00 ,0.02%,$6.25 ,$0.00 ,$6.25 
,Rasmalai Mousse,$6.25 ,$6.25 ,1,0, , ,-,$0.00 ,$0.00 ,0.02%,$6.25 ,$0.00 ,$6.25 
Total (Mousse),,$141.15 ,$141.15 ,23,0,-, ,$0.00 ,$0.00 ,$0.00 ,0.38%,$6.14 ,$59.64 ,$81.51 
,,,,,,,,,,,,,,
Gifting,,,,,,,,,,,,,,
,Nutty Moments,$41.96 ,$41.96 ,4,0, , ,-,$0.00 ,$0.00 ,0.11%,$10.49 ,$16.28 ,$25.68 
,Uttsav Assorted Cookies,$41.96 ,$41.96 ,4,0, , ,-,$0.00 ,$0.00 ,0.11%,$10.49 ,$0.00 ,$41.96 
,Royal Delight,$10.49 ,$10.49 ,1,0, , ,-,$0.00 ,$0.00 ,0.03%,$10.49 ,$4.06 ,$6.43 
Total (Gifting),,$94.41 ,$94.41 ,9,0,-, ,$0.00 ,$0.00 ,$0.00 ,0.25%,$10.49 ,$20.34 ,$74.07 
,,,,,,,,,,,,,,
Khakhra,,,,,,,,,,,,,,
,Chatpatta Khakhra,$13.93 ,$13.93 ,7,0, , ,-,$0.00 ,$0.00 ,0.04%,$1.99 ,$6.44 ,$7.49 
,Methi Khakhra,$13.93 ,$13.93 ,7,0, , ,-,$0.00 ,$0.00 ,0.04%,$1.99 ,$6.44 ,$7.49 
,Jeera Khakhra,$11.94 ,$11.94 ,6,0, , ,-,$0.00 ,$0.00 ,0.03%,$1.99 ,$0.00 ,$11.94 
,Golgappa Khakhra,$7.96 ,$7.96 ,4,0, , ,-,$0.00 ,$0.00 ,0.02%,$1.99 ,$0.00 ,$7.96 
,Moong Khakhra,$7.96 ,$7.96 ,4,0, , ,-,$0.00 ,$0.00 ,0.02%,$1.99 ,$0.00 ,$7.96 
,Garlic Khakhra,$5.97 ,$5.97 ,3,0, , ,-,$0.00 ,$0.00 ,0.02%,$1.99 ,$2.76 ,$3.21 
,Masala Khakhra,$5.97 ,$5.97 ,3,0, , ,-,$0.00 ,$0.00 ,0.02%,$1.99 ,$2.76 ,$3.21 
,Plain Khakhra,$5.97 ,$5.97 ,3,0, , ,-,$0.00 ,$0.00 ,0.02%,$1.99 ,$0.00 ,$5.97 
,Sandwich Khakhra,$3.98 ,$3.98 ,2,0, , ,-,$0.00 ,$0.00 ,0.01%,$1.99 ,$0.00 ,$3.98 
,Cheese Khakhra,$1.99 ,$1.99 ,1,0, , ,-,$0.00 ,$0.00 ,0.01%,$1.99 ,$0.00 ,$1.99 
Total (Khakhra),,$79.60 ,$79.60 ,40,0,-, ,$0.00 ,$0.00 ,$0.00 ,0.21%,$1.99 ,$18.40 ,$61.20 
,,,,,,,,,,,,,,
Rusk,,,,,,,,,,,,,,
,Fruit Rusk 200gm,$33.00 ,$33.00 ,12,0, , ,-,$0.00 ,$0.00 ,0.09%,$2.75 ,$12.96 ,$20.04 
,Milk Rusk 200gm,$24.75 ,$24.75 ,9,0, , ,-,$0.00 ,$0.00 ,0.07%,$2.75 ,$9.72 ,$15.03 
,Wheat Rusk 200gm,$8.25 ,$8.25 ,3,0, , ,-,$0.00 ,$0.00 ,0.02%,$2.75 ,$3.03 ,$5.22 
,Indori Rusk 200gm,$5.50 ,$5.50 ,2,0, , ,-,$0.00 ,$0.00 ,0.01%,$2.75 ,$2.16 ,$3.34 
,Jeera Rusk 200gm,$5.50 ,$5.50 ,2,0, , ,-,$0.00 ,$0.00 ,0.01%,$2.75 ,$0.00 ,$5.50 
Total (Rusk),,$77.00 ,$77.00 ,28,0,-, ,$0.00 ,$0.00 ,$0.00 ,0.21%,$2.75 ,$27.87 ,$49.13 
,,,,,,,,,,,,,,
Brownie,,,,,,,,,,,,,,
,Chocolate brownie,$30.25 ,$30.25 ,11,0, , ,-,$0.00 ,$0.00 ,0.08%,$2.75 ,$15.07 ,$15.18 
,Oreo Brownie,$6.50 ,$6.50 ,2,0, , ,-,$0.00 ,$0.00 ,0.02%,$3.25 ,$3.28 ,$3.22 
Total (Brownie),,$36.75 ,$36.75 ,13,0,-, ,$0.00 ,$0.00 ,$0.00 ,0.10%,$2.83 ,$18.35 ,$18.40 
,,,,,,,,,,,,,,
Cream Roll,,,,,,,,,,,,,,
,Vanilla Cream Roll (Box),$29.98 ,$14.99 ,2,1, , ,-,$0.00 ,($14.99),0.04%,$14.99 ,$0.00 ,$14.99 
,Cream Roll Vanilla,$6.25 ,$5.79 ,5,0, , ,-,($0.46),$0.00 ,0.02%,$1.16 ,$1.55 ,$4.24 
Total (Cream Roll),,$36.23 ,$20.78 ,7,1,-, ,$0.00 ,($0.46),($14.99),0.06%,$3.46 ,$1.55 ,$19.23 
,,,,,,,,,,,,,,
Combo,,,,,,,,,,,,,,
,Coffee + Maska Bun,$4.99 ,$4.99 ,1,0, , ,-,$0.00 ,$0.00 ,0.01%,$4.99 ,$0.00 ,$4.99 
Total (Combo),,$4.99 ,$4.99 ,1,0,-, ,$0.00 ,$0.00 ,$0.00 ,0.01%,$4.99 ,$0.00 ,$4.99 
,,,,,,,,,,,,,,
TOTAL,,"$39,424.46 ","$37,392.30 ",6511,6,-, ,$83.69 ,"($1,989.72)",($42.44),100.00%,$5.75 ,"$10,221.82 ","$25,478.94 "
